url,header,release time,article content,formatted date,neg_vader_header,neu_vader_header,pos_vader_header,compound_vader_header,neg_vader_articel_content,neu_vader_articel_content,pos_vader_articel_content,compound_vader_articel_content
https://www.reuters.com/article/volkswagen-management-brandstaetter/volkswagen-replaces-herbert-diess-as-ceo-of-vw-brand-idUSFWN2DL0R5,['Volkswagen replaces Herbert Diess as CEO of VW brand'],"['June 8, 2020 /  4:49 PM / 13 days ago']","['BERLIN, June 8 (Reuters) - Volkswagen on Monday named Ralf Brandstaetter as the new chief executive (CEO) of its core VW car brand, replacing Herbert Diess, who retains his title as head of Volkswagen Group, the carmaker said. ', 'In a statement published on Monday, Volkswagen said Brandstaetter, previously brand chief operating officer, would assume the new role on July 1. (Reporting by Thomas Escritt Editing by Edward Taylor)']",2020-06-08 16:49:00,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
https://www.reuters.com/article/volkswagen-jobs-osterloh/vws-labour-chief-sees-no-need-for-more-cost-cuts-idUSL8N2EG4RY,"[""VW's labour chief sees no need for more cost cuts""]","['July 9, 2020 /  3:28 PM / 11 days ago']","['FRANKFURT, July 9 (Reuters) - Volkswagen’s labour chief Bernd Osterloh has been on a roadshow to tell analysts and investors the carmaker has no need for deeper cost cuts in Germany. ', 'Existing cost reduction measures, agreed in 2016, will be enough to help the company to overcome the coronavirus crisis, Osterloh said, according to an analyst note from MainFirst. ', '“Osterloh stated that the Future Pact program that was initiated in 2016 is still driving cost down. That gives VW a lead over European peers. Incremental cost cuts are not needed at the moment,” the MainFirst note said. ', 'A spokesman for Osterloh’s offices confirmed the remarks. ', 'However, if demand drops further, VW can cut cuts by reducing the working hours of its workforce, Osterloh told analysts. ', 'Osterloh also said unions fully support Chief Executive Herbert Diess and that the Volkswagen ID.3 electric car is a strong product which is fully on track. ', 'Regarding the planned full takeover of truck maker Navistar , Osterloh said this remained strategically the right step, but that increasing VW’s stake in the business was currently not a priority. (Reporting by Edward Taylor and Ilona Wissenbach; Editing by Mark Potter)']",2020-07-09 15:28:00,0.196,0.804,0.0,-0.296,0.059,0.904,0.038,-0.2967
https://www.reuters.com/article/volkswagen-jac-ma/rpt-volkswagen-agrees-to-buy-50-of-ev-partner-jacs-parent-company-idUSP8N2D401C,"[""RPT-Volkswagen agrees to buy 50% of EV partner JAC's parent company""]","['May 29, 2020 /  1:27 AM / Updated 20 hours ago']","['(Repeats to fix formatting) ', 'BEIJING, May 29 (Reuters) - Anhui Jianghuai Automobile Group (JAC Motors) said on Friday that German automaker Volkswagen AG agreed to buy 50% of its parent company Anhui Jianghuai Automobile Group Holding. ', 'Reuters reported on Wednesday that Volkswagen is in final talks to invest in the Hefei-based state-owned automaker. (Reporting by Yilei Sun and Brenda Goh)']",2020-05-29 01:27:00,0.0,0.847,0.153,0.2023,0.0,0.966,0.034,0.2732
https://www.reuters.com/article/volkswagen-ford/volkswagen-approves-further-projects-in-ford-alliance-idUSL8N2DA63Z,['Volkswagen approves further projects in Ford alliance'],"['May 28, 2020 /  4:44 PM / 7 days ago']","['FRANKFURT, May 28 (Reuters) - Volkswagen said on Thursday its supervisory board had approved further projects in its alliance with Ford. ', 'The German carmaker said various contracts between the two companies were nearing completion and would be signed soon. (Reporting by Jan C. Schwartz; writing by Tom Sims; editing by David Evans)']",2020-05-28 16:44:00,0.0,0.69,0.31,0.4019,0.0,0.948,0.052,0.4215
https://www.reuters.com/article/volkswagen-emissions/u-s-judge-approves-transfer-of-jailed-former-vw-executive-to-germany-idUSL2N2EN2A3,['U.S. judge approves transfer of jailed former VW executive to Germany'],"['July 16, 2020 /  8:13 PM / 8 days ago']","['WASHINGTON/MUNICH, July 16 (Reuters) - A U.S. judge in Detroit on Thursday approved the transfer to Germany of a former Volkswagen AG executive imprisoned in the automaker’s diesel emissions scandal. ', 'In 2017, the U.S.-based VW executive Oliver Schmidt, who oversaw emissions issues, was sentenced to seven years in prison and fined $400,000, the maximum possible under a plea deal the German national made with prosecutors after admitting to charges of conspiring to mislead U.S regulators and violate clean-air laws. ', 'Schmidt, now 51, was not scheduled to be released from a U.S. prison until December 2022. Under the terms of his transfer, Germany will assume responsibility for enforcing the remainder of his sentence. (Reporting by David Shepardson in Washington and Joern Poltz in Munich Editing by Chris Reese)']",2020-07-16 20:13:00,0.215,0.604,0.181,-0.128,0.137,0.833,0.03,-0.93
https://www.reuters.com/article/volkswagen-emissions/u-s-consumers-received-9-8-billion-in-volkswagen-diesel-settlements-ftc-idUSFWN2EY1C3,['U.S. consumers received $9.8 billion in Volkswagen diesel settlements -FTC'],"['July 27, 2020 /  6:32 PM / a day ago']","['WASHINGTON, July 27 (Reuters) - The U.S. Federal Trade Commission (FTC) said on Monday that buyers of polluting Volkswagen AG vehicles received more than $9.8 billion in settlements. ', 'Volkswagen agreed to offer to buy back or repair more than 550,000 polluting diesel U.S. vehicles after it admitted in 2015 it used secret software to cheat emissions tests. ', 'The FTC in its final report on the settlements said more than 86% of consumers completing claims chose to return their car through a buyback or early lease termination rather than get a repair. ', 'Volkswagen paid more than $9.5 billion to U.S. consumers, while VW diesel supplier Robert Bosch paid more than $300 million to U.S. consumers. ', 'Reporting by David Shepardson\nEditing by Chris Reese']",2020-07-27 18:32:00,0.0,1.0,0.0,0.0,0.024,0.948,0.028,-0.128
https://www.reuters.com/article/volkswagen-emissions/u-s-appeals-court-vw-may-face-enormous-diesel-liability-idUSL1N2DE1I2,"[""U.S. appeals court: VW may face 'enormous' diesel liability""]","['June 1, 2020 /  6:46 PM / 3 days ago']","['WASHINGTON, June 1 (Reuters) - A U.S. appeals court ruled Monday Volkswagen AG may face “enormous” additional liability in the “Dieselgate” scandal finding that two counties can enforce regulations against the German automaker for tampering with post-sale vehicles. ', 'The court said it recognized the ruling “may result in the imposition of unexpected (and enormous) liability on Volkswagen.” Volkswagen admitted to using illegal software to cheat U.S. pollution tests in 2015, triggering a global backlash against diesel vehicles that has so far cost it 30 billion euros ($33.3 billion) in fines, penalties and buyback costs. ', 'VW did not immediately comment. ', 'Reporting by David Shepardson and Jonathan Stempel, Editing by\nFranklin Paul']",2020-06-01 18:46:00,0.0,1.0,0.0,0.0,0.112,0.876,0.012,-0.8934
https://www.reuters.com/article/volkswagen-emissions-lawsuit/german-court-rules-vw-car-owners-entitled-to-damages-in-emissions-scandal-idUSL8N2D719P,['German court rules VW car owners entitled to damages in emissions scandal'],"['May 25, 2020 /  9:10 AM / in 4 days']","['KARLSRUHE, Germany, May 25 (Reuters) - A German federal court judge ruled on Monday that Volkswagen has to pay compensation to motorists who purchased vehicles with manipulated diesel engines, a major blow for the carmaker in its home market as it continues to reel from the emissions scandal. ', 'Germany’s highest court for civil disputes ruled that those who purchased the vehicles in question are entitled in principle to receive damages. ', 'Reporting by Ursula Knapp; Writing by Ludwig Burger; Editing\nby Maria Sheahan']",2020-05-25 09:10:00,0.193,0.667,0.14,-0.2023,0.135,0.841,0.024,-0.8316
https://www.reuters.com/article/volkswagen-court/german-court-ends-diesel-case-against-volkswagen-ceo-chairman-idUSL8N2D21ZC,"['German court ends diesel case against Volkswagen CEO, Chairman']","['May 20, 2020 /  12:16 PM / a day ago']","['BERLIN, May 20 (Reuters) - A German court said on Wednesday it was ending proceedings against the chairman and chief executive of Volkswagen AG after the carmaker agreed to pay a fine of 9 million euros ($9.9 million) over the diesel emissions scandal. ', 'CEO Herbert Diess and non-executive Chairman Hans Dieter Poetsch were accused of stock market manipulation for withholding market-moving information on rigged emissions tests. ', 'VW in September 2015 admitted using illegal software to cheat U.S. diesel engine tests, battering its share price. Prosecutors had accused Diess and Poetsch of a delay in informing investors of the company’s wrongdoing. (Reporting by Emma Thomasson Editing by Riham Alkousaa)']",2020-05-20 12:16:00,0.0,1.0,0.0,0.0,0.183,0.755,0.062,-0.93
https://www.reuters.com/article/volkswagen-court-deal/vw-pays-9-mln-eur-to-end-proceedings-against-chairman-ceo-idUSL8N2D164Y,"['VW pays 9 mln eur to end proceedings against chairman, CEO']","['May 19, 2020 /  7:08 PM / 3 days ago']","['FRANKFURT, May 19 (Reuters) - Volkswagen said it agreed with a German court to pay 9 million euros ($9.9 million) to end legal proceedings against its chairman and chief executive, who were accused of holding back market-moving information on rigged emissions tests. ', 'The court in Braunschweig was hearing charges of stock market manipulation against CEO Herbert Diess, as well as non-executive Chairman Hans Dieter Poetsch. ', 'VW in September 2015 admitted using illegal software to cheat U.S. diesel engine tests, battering its share price. Prosecutors had pressed charges over an alleged delay by Diess and Poetsch in informing investors of the company’s wrongdoing. ', 'Volkswagen said it welcomed the court’s decision. ($1 = 0.9132 euros) (Reporting by Ludwig Burger; Editing by Sandra Maler)']",2020-05-19 19:08:00,0.0,1.0,0.0,0.0,0.155,0.76,0.085,-0.8658
https://www.reuters.com/article/volkswagen-advert-probe/update-2-vw-blames-cultural-insensitivity-for-ad-criticised-as-racist-idUSL8N2DO2U9,"['UPDATE 2-VW blames cultural insensitivity for ad criticised as ""racist""']","['June 11, 2020 /  11:18 AM / 7 days ago']","['* VW says ad a product of lack of cultural understanding ', '* VW says to beef up diversity training ', '* VW management board apologises for ad blunder (Adds context and background about ad publication) ', 'FRANKFURT, June 11 (Reuters) - Volkswagen on Thursday apologised for posting on its Instagram page last month an advert widely criticised as “racist”, and said it was published because of a lack of cultural sensitivity. ', 'In the clip of a few seconds, a black man is depicted next to a new VW Golf, being pushed around by an oversized white hand, meant to be that of his girlfriend, which then flicks him into a building bearing the sign “Petit Colon”. ', 'Petit Colon is a real cafe in Buenos Aires, Argentina, located near the Teatro Colon. In French the term translates into “small settler,” which has colonial undertones. ', 'Volkswagen withdrew the advert on May 20. and announced on Thursday the findings of a review into how it came to be published. ', '“We can state that racist intentions did not play any role whatsoever. We found a lack of sensitivity and procedural errors,” Hiltrud Werner, Volkswagen’s management board member for integrity and legal affairs said in a statement. ', '“On behalf of the Board of Management, I would like to formally apologise for hurting people as a result of a lack of intercultural sensitivity,” he added. ', 'Volkswagen’s management board said it condemned racism and the company explained that the ad was part of a series of clips from the Golf 8 ad campaign depicting a couple who play tricks on each other. ', 'Without watching the entire campaign however, it is unclear that the white hand is the man’s girlfriend. ', 'Volkswagen pledged to boost diversity training and improve controls. ', '“This advert is tasteless. It is deeply racist. So deeply, that one has no idea where to start,” said a commentary piece in ROSAMAG, an online magazine for AfroGerman women and friends. ', 'No member of staff at Volkswagen has been dismissed as a result of the campaign, which was produced by Voltage, an ad agency belonging to New York-based DDB Worldwide. ', 'Voltage was not immediately available for comment. ', 'Katja Heintschel von Heinegg, head of Germany’s Advertisting Standards Council said: “the company has withdrawn the advert, and clearly distanced itself from the content.” ', '“Doubtless the company advertising as well as the agency are now sufficiently sensitive to the issue that something like this will not happen again,” she added. ', 'Volkswagen, which has seen its reputation tarnished in the last five years after it admitted cheating diesel emissions tests, has a history of insensitive blunders. ', 'Last year Britain’s Advertising Standards Authority (ASA) ruled an advert for Volkswagen’s eGolf, which showed two male astronauts and a male para-athlete followed by a woman sitting with a pram, presented gender roles in a way that was likely to cause harm and should not appear again. ', 'In March last year the company’s supervisory board condemned remarks made by the company’s chief executive after he appeared to allude to a Nazi-era slogan. ', 'At the time, Herbert Diess said “EBIT macht frei” before apologising for the comments and explaining he in no way wanted to draw a comparison to the Nazi-era slogan “Arbeit macht frei”, which appeared on the gates of Auschwitz during the Holocaust. ', 'EBIT refers to a company’s earnings before interest and taxes and Diess had sought to emphasise that Volkswagen’s operational freedom would increase with higher profitability. (Reporting by Edward Taylor and Jan Schwartz Editing by Michelle Martin and Alexandra Hudson)']",2020-06-11 11:18:00,0.542,0.458,0.0,-0.8074,0.087,0.835,0.078,-0.8162
https://www.reuters.com/article/us-volkswagen-union/german-union-accuses-volkswagen-of-management-errors-that-put-jobs-at-risks-idUSKBN2342XT,"[""German union accuses Volkswagen of 'management errors' that put jobs at risks""]","['May 28, 2020 /  5:04 PM / 7 days ago']","['HAMBURG (Reuters) - Germany’s biggest labor union criticized Volkswagen (', ') on Thursday for a recent advert deemed racist and other “errors”, saying management had damaged the carmaker’s reputation and put jobs at risk. ', 'The IG Metall union, in an open letter to the carmaker’s management and supervisory boards, said it was shocked by the advert for Golf cars, calling it “one example of a whole chain of management errors”. ', 'Last week Volkswagen withdrew an advert posted on its official Instagram page for its Golf cars that it admitted was racist and insulting, saying it would investigate how it came about and draw consequences. ', 'IG Metall, the main union for VW workers in Germany, also highlighted recent software problems that halted delivery of Volkswagen’s Golf 8 model, saying it made “the disaster even worse!” ', '“This poor public image destroys the customer confidence that has grown over decades and thus endangers our jobs. Moreover, the entire workforce suffers every day from the loss of our company’s reputation,” the union representatives wrote. ', 'The management and supervisory boards declined to comment. ', 'Volkswagen’s reputation has been tarnished in the last five years after it admitted cheating diesel emissions tests.  ', 'Reporting by Jan C. Schwartz; writing by Tom Sims, editing by Susan Fenton']",2020-05-28 17:04:00,0.324,0.676,0.0,-0.5859,0.18,0.795,0.025,-0.9896
https://www.reuters.com/article/us-volkswagen-turkey/vw-decides-against-building-plant-in-turkey-automobilwoche-idUSKBN24256O,['VW decides against building plant in Turkey: Automobilwoche'],"['July 1, 2020 /  9:41 AM / 15 days ago']","['FRANKFURT (Reuters) - Volkswagen (', ') has decided against building a new factory in Turkey, car industry publication Automobilwoche said on Wednesday, citing sources at the German carmaker. ', 'In October last year, Volkswagen put a decision about the plant on hold amid international criticism about the country’s military operations in Syria. ', 'Volkswagen was not immediately available for comment.  ', 'Reporting by Jan Schwartz; Writing by Edward Taylor; Editing by Maria Sheahan']",2020-07-01 09:41:00,0.0,1.0,0.0,0.0,0.04,0.96,0.0,-0.4404
https://www.reuters.com/article/us-volkswagen-turkey-suspension/turkish-official-says-vw-suspends-turkey-plant-plans-due-to-coronavirus-idUSKBN2425EW,['Turkish official says VW suspends Turkey plant plans due to coronavirus'],"['July 1, 2020 /  10:36 AM / 2 days ago']","['ANKARA (Reuters) - A Turkish official said on Wednesday that Volkswagen (', ') had suspended plans for a new plant in Turkey due to coronavirus uncertainty and that the company could reassess the matter once the pandemic is contained. ', 'In October last year, Volkswagen put a decision about the plant on hold amid international criticism about the country’s military operations in Syria. ', 'Reporting by Orhan Coskun; Writing by Daren Butler; Editing by Dominic Evans']",2020-07-01 10:36:00,0.0,1.0,0.0,0.0,0.108,0.877,0.014,-0.8074
https://www.reuters.com/article/us-volkswagen-software/vw-to-shift-centre-of-software-development-to-audi-idUSKCN24F27W,['VW to shift centre of software development to Audi'],"['July 14, 2020 /  4:16 PM / 2 days ago']","['FRANKFURT (Reuters) - Volkswagen (', ') will shift leadership for software development to the company’s premium Audi division in Ingolstadt, Bavaria, Herbert Diess, chief executive of the multi-brand group said on Tuesday. ', '“The centre of gravity for software development will move from Wolfsburg to Ingolstadt,” Diess said at a virtual conference hosted by PWC in Germany on Tuesday.   ', 'Earlier this week German daily Handelsblatt, citing company sources, said Volkswagen is poised to replace its head of software development. ', 'Reporting by Edward Taylor; Editing by Tom Sims']",2020-07-14 16:16:00,0.0,1.0,0.0,0.0,0.0,0.977,0.023,0.25
